Tweets,Case_Folding,Clean_Data,Tweet_Normal;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/ldx1K5Fjou,makan gratis bareng teman di shopeefood https://t.co/ldx1k5fjou,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"Siapa yang belum cobain menu baru seicori? Buruan order sekarang! Ada di gofood, grabfood, dan juga shopeefood,""siapa yang belum cobain menu baru seicori? buruan order sekarang! ada di gofood, grabfood, dan juga shopeefood"",siapa yang belum cobain menu baru seicori buruan order sekarang ada di gofood grabfood dan juga shopeefood,siapa yang belum cobain menu baru seicori segera order sekarang ada di gofood grabfood dan juga shopeefood";;;;;;
"BEAR BOBBA LOWOKWARU

Cinnamon Roll Macchiato 18K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#BTS https://t.co/HJ4z69qEoH,""bear bobba lowokwaru";;;;;;
;;;;;;
cinnamon roll macchiato 18k #bigcup22oz;;;;;;
50% disc #shopeefood #grabfood #gofood;;;;;;
;;;;;;
https://t.co/6fpladgvld;;;;;;
;;;;;;
#infokulinermalang;;;;;;
#laporlaper;;;;;;
#kulinerhitsmalang;;;;;;
#malangculinary;;;;;;
#malangkuliner;;;;;;
#bobamalang;;;;;;
#kopimalang ;;;;;;
#estehmalang;;;;;;
#mojitomalang;;;;;;
#grab;;;;;;
#gojek;;;;;;
"#bts https://t.co/hj4z69qeoh"",bear bobba lowokwaru cinnamon roll macchiato k disc,bear bobba lowokwaru cinnamon roll macchiato ke disc";;;;;;
"Promo favorite di asupan.indonesia!
Nikmati promo yang spesial di bulan November ini😎!
Ayo catat tgl nya 9-30 November 2021.
Potongan hingga 20% orderan via
@asupanindonesia
@GoFood
@GrabFood
@ShopeeFood
@TravelokaEats
Yuk's langsung di order 🎉🎊🎉🎊 https://t.co/664ochE0tt,""promo favorite di asupan.indonesia!";;;;;;
nikmati promo yang spesial di bulan november ini😎!;;;;;;
ayo catat tgl nya 9-30 november 2021.;;;;;;
potongan hingga 20% orderan via;;;;;;
@asupanindonesia;;;;;;
@gofood;;;;;;
@grabfood;;;;;;
@shopeefood;;;;;;
@travelokaeats;;;;;;
"yuk's langsung di order 🎉🎊🎉🎊 https://t.co/664oche0tt"",promo favorite di asupanindonesia nikmati promo yang spesial di bulan november ini ayo catat tgl nya november potongan hingga orderan via yuks langsung di order,promo favorite di asupanindonesia nikmati promo yang spesial di bulan november ini ayo catat tgl nya november potongan hingga orderan via yuks langsung di order";;;;;;
Mbanking =&gt; shopeepay =&gt; shopeefood =&gt; belum satu bulan duit habis buat jajan 😂,mbanking =&gt; shopeepay =&gt; shopeefood =&gt; belum satu bulan duit habis buat jajan 😂,mbanking gt shopeepay gt shopeefood gt belum satu bulan duit habis buat jajan,mbanking begitu shopeepay begitu shopeefood begitu belum satu bulan uang habis buat jajan
@xerendipty Hi Kak xerendipty, maaf buat ga nyaman. Kendala kamu krn pesanan sudah diproses oleh Mitra Pengemudi/kamu telah melewati batas waktu pembatalan 10 detik untuk restoran dengan fitur “Pesanan Langsung”. Yuk cek tentang fitur “Pesanan Langs;;;;;;
"Makan Gratis Bareng Teman di ShopeeFood https://t.co/sqrUHFaVCr

#shopee #shopeemakangratis #shopeefood https://t.co/RoyjXJcwrq,""makan gratis bareng teman di shopeefood https://t.co/sqruhfavcr";;;;;;
;;;;;;
"#shopee #shopeemakangratis #shopeefood https://t.co/royjxjcwrq"",makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood";;;;;;
"Hai hai nasabah lemak.
Wajan kami mulai bergoyang kembali nih. Yuk pesan skrg via gofood grabfood atau shopeefood yuk ✅ https://t.co/fdbQXoRmu9,""hai hai nasabah lemak.";;;;;;
"wajan kami mulai bergoyang kembali nih. yuk pesan skrg via gofood grabfood atau shopeefood yuk ✅ https://t.co/fdbqxormu9"",hai hai nasabah lemak wajan kami mulai bergoyang kembali nih yuk pesan skrg via gofood grabfood atau shopeefood yuk,hai hai nasabah lemak wajan kami mulai bergoyang kembali ini yuk pesan sekarang via gofood grabfood atau shopeefood yuk";;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/T3keHKfueb,makan gratis bareng teman di shopeefood https://t.co/t3kehkfueb,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"Yg baek hati bantuin donk!!

Makan Gratis Bareng Teman di ShopeeFood https://t.co/39TWqsR37d,""yg baek hati bantuin donk!!";;;;;;
;;;;;;
"makan gratis bareng teman di shopeefood https://t.co/39twqsr37d"",yg baek hati bantuin donk makan gratis bareng teman di shopeefood,yang baik hati bantuin donk makan gratis bersama teman di shopeefood";;;;;;
eitsss udah ada shopeefood nih di daerah gue,eitsss udah ada shopeefood nih di daerah gue,eitsss udah ada shopeefood nih di daerah gue,eitsss sudah ada shopeefood ini di daerah saya;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/ym7HUMcmwl https://t.co/FRPMqjHnjH,makan gratis bareng teman di shopeefood https://t.co/ym7humcmwl https://t.co/frpmqjhnjh,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"Finally Alfa X ada juga di Shopeefood,, kuy yang mau disc 100% max 25K + Gratis Ongkir,, langsung chek sekarang

#ShopeeFood #AlfaXbyAlfamart https://t.co/RDWLNpz9tH,""finally alfa x ada juga di shopeefood,, kuy yang mau disc 100% max 25k + gratis ongkir,, langsung chek sekarang";;;;;;
;;;;;;
"#shopeefood #alfaxbyalfamart https://t.co/rdwlnpz9th"",finally alfa x ada juga di shopeefood kuy yang mau disc max k gratis ongkir langsung chek sekarang,finally alfa kali ada juga di shopeefood kuy yang mau disc max ke gratis ongkir langsung chek sekarang";;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/2Au5RPirUk,makan gratis bareng teman di shopeefood https://t.co/2au5rpiruk,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
My morning problem keliling nyari sarapan ampe sejam berakhir pesan di shopeefood😭,my morning problem keliling nyari sarapan ampe sejam berakhir pesan di shopeefood😭,my morning problem keliling nyari sarapan ampe sejam berakhir pesan di shopeefood,my morning problem keliling mencari sarapan sampai sejam berakhir pesan di shopeefood;;;;;;
"Pelanggan McDonald’s dapat menikmati promo seperti Cashback 50% untuk pembelian drive thru dan take away, Voucher Diskon 50 Ribu, hingga Diskon ShopeeFood sebesar 40%. 

Simak caranya disini:

https://t.co/lluMMdXefW https://t.co/UPUbCTnk78,""pelanggan mcdonald’s dapat menikmati promo seperti cashback 50% untuk pembelian drive thru dan take away, voucher diskon 50 ribu, hingga diskon shopeefood sebesar 40%. ";;;;;;
;;;;;;
simak caranya disini:;;;;;;
;;;;;;
"https://t.co/llummdxefw https://t.co/upubctnk78"",pelanggan mcdonalds dapat menikmati promo seperti cashback untuk pembelian drive thru dan take away voucher diskon ribu hingga diskon shopeefood sebesar simak caranya disini,pelanggan mcdonalds dapat menikmati promo seperti cashback untuk pembelian drive thru dan take away voucher potongan harga ribu hingga potongan harga shopeefood sebesar simak caranya disini";;;;;;
huaa akhirnya shopeefood di domku,huaa akhirnya shopeefood di domku,huaa akhirnya shopeefood di domku,huaa akhirnya shopeefood di domku;;;;;;
@AbangojolBOTak Makanya gue lebih ke shopeefood sih Gus 🙈🙈🙈,@abangojolbotak makanya gue lebih ke shopeefood sih gus 🙈🙈🙈,makanya gue lebih ke shopeefood sih gus,makanya saya lebih ke shopeefood sih gus;;;;;;
Shopeefood bener-bener jadi sahabat mahasiswa rantau banget yang mager keluar dan menjaga keuangan 🥲 jadi bisa control pengeluaran,shopeefood bener-bener jadi sahabat mahasiswa rantau banget yang mager keluar dan menjaga keuangan 🥲 jadi bisa control pengeluaran,shopeefood benerbener jadi sahabat mahasiswa rantau banget yang mager keluar dan menjaga keuangan jadi bisa control pengeluaran,shopeefood benerbener jadi sahabat mahasiswa rantau banget yang mager keluar dan menjaga keuangan jadi bisa control pengeluaran;;;;;;
"Kuy, buat yang di daerah Bandung bisa langsung order, lewat aplikasi shopeefood. #Ceritacendolbandung https://t.co/cxKW0ETezp,""kuy, buat yang di daerah bandung bisa langsung order, lewat aplikasi shopeefood. #ceritacendolbandung https://t.co/cxkw0etezp"",kuy buat yang di daerah bandung bisa langsung order lewat aplikasi shopeefood,kuy buat yang di daerah bandung bisa langsung order lewat aplikasi shopeefood";;;;;;
shopeefood~smlm nmpak kat central icity tu so arini kita try~ada free delivery and rm11 off buat masa ni~ okay laa not bad..,shopeefood~smlm nmpak kat central icity tu so arini kita try~ada free delivery and rm11 off buat masa ni~ okay laa not bad..,shopeefoodsmlm nmpak kat central icity tu so arini kita tryada free delivery and rm off buat masa ni okay laa not bad,shopeefoodsmlm nmpak kat central icity itu so arini kita tryada free delivery dan rm off buat masa ini oke laa not bad;;;;;;
riki km skrng jd ojek shopeefood? 😭😭 https://t.co/E2fSMnFxKS,riki km skrng jd ojek shopeefood? 😭😭 https://t.co/e2fsmnfxks,riki km skrng jd ojek shopeefood,riki kamu sekarang jadi ojek shopeefood;;;;;;
Kalo di itung2 udah 9x pesen Jank Jank Wings lewat grabfood/shopeefood dalam 2 bulan terakhir😶,kalo di itung2 udah 9x pesen jank jank wings lewat grabfood/shopeefood dalam 2 bulan terakhir😶,kalo di itung udah x pesen jank jank wings lewat grabfoodshopeefood dalam bulan terakhir,kalau di hitung sudah kali pesan jank jank wings lewat grabfoodshopeefood dalam bulan terakhir;;;;;;
"Semenjak pindah rumah, udah ga pernah lagi pakai GoFood. Kalau pun ada voucher 30% tetap aja kena mahal banget, beralih ke ShopeeFood yang menurut gue cukup jauh lebih murah. Walau emang menu di ShopeeFood ga sebanyak GoFood. https://t.co/LzwhntOd09,""semenjak pindah rumah, udah ga pernah lagi pakai gofood. kalau pun ada voucher 30% tetap aja kena mahal banget, beralih ke shopeefood yang menurut gue cukup jauh lebih murah. walau emang menu di shopeefood ga sebanyak gofood. https://t.co/lzwhntod09"",semenjak pindah rumah udah ga pernah lagi pakai gofood kalau pun ada voucher tetap aja kena mahal banget beralih ke shopeefood yang menurut gue cukup jauh lebih murah walau emang menu di shopeefood ga sebanyak gofood,semenjak pindah rumah sudah tidak pernah lagi pakai gofood kalau pun ada voucher tetap aja kena mahal banget beralih ke shopeefood yang menurut saya cukup jauh lebih murah walau memang menu di shopeefood tidak sebanyak gofood";;;;;;
"@akmalmilan01 @tia_ji @B_Adikusuma @nurissaanindya @MilanEye @azisaz @toelmaldini gofood grab ready, shopeefood juga ada lagi, menu unggulannya Pecel Kebab,""@akmalmilan01 @tia_ji @b_adikusuma @nurissaanindya @milaneye @azisaz @toelmaldini gofood grab read";;;;;;
"7 pcs indomie cuma 10rb. Bisa bayar COD
indomie goreng
https://t.co/rFzyiDIVU3
Indomie soto
https://t.co/hdXxIfxovU

#shopee #shopeehaul #shopeeid #shopeefood #shopee1111bigsale #shopee1212birthdaysale #1111shopeehaul #1111bigsale https://t.co/SjrVEOCpUk,""7 pcs indomie cuma 10rb. bisa bayar cod";;;;;;
indomie goreng;;;;;;
https://t.co/rfzyidivu3;;;;;;
indomie soto;;;;;;
https://t.co/hdxxifxovu;;;;;;
;;;;;;
"#shopee #shopeehaul #shopeeid #shopeefood #shopee1111bigsale #shopee1212birthdaysale #1111shopeehaul #1111bigsale https://t.co/sjrveocpuk"",pcs indomie cuma rb bisa bayar cod indomie goreng indomie soto,pcs indomie hanya rb bisa bayar cod indomie goreng indomie soto";;;;;;
"KHUSUS MINGGU INI !! BELI 3 Roti'O Hanya Rp25.000 Atau 11 Roti'O Hanya Rp 92.000
CUS CEK PROMONYA di GOFOOD /SHOPEEFOOD 

cek juga info dan ketentuannya di bawah ini yah
https://t.co/3r3IGAIZ7W

#rotio #promo #diskon #infopromo https://t.co/M3Oj0GlDjy,""khusus minggu ini !! beli 3 roti'o hanya rp25.000 atau 11 roti'o hanya rp 92.000";;;;;;
cus cek promonya di gofood /shopeefood ;;;;;;
;;;;;;
cek juga info dan ketentuannya di bawah ini yah;;;;;;
https://t.co/3r3igaiz7w;;;;;;
;;;;;;
"#rotio #promo #diskon #infopromo https://t.co/m3oj0gldjy"",khusus minggu ini beli rotio hanya rp atau rotio hanya rp cus cek promonya di gofood shopeefood cek juga info dan ketentuannya di bawah ini yah,khusus minggu ini beli rotio hanya rupiah atau rotio hanya rupiah cus cek promonya di gofood shopeefood cek juga info dan ketentuannya di bawah ini yah";;;;;;
"@Onisuka_08 @RacunBelanja Biasanya akun dipake beli diskon sekali misal shopeefood , tp lgsg dilogout auto paginya kebanned kek gitu , pengalamannku sih gt kak 😁,""@onisuka_08 @racunbelanja biasanya akun dipake beli diskon sekali misal shopeefood , tp l";;;;;;
"Widiiih jambi dah bisa shopeefood, viva la budak diskon🥳🥳🥳🎉,""widiiih jambi dah bisa shopeefood, viva la budak diskon🥳🥳🥳🎉"",widiiih jambi dah bisa shopeefood viva la budak diskon,widiiih jambi sudah bisa shopeefood viva la budak potongan harga";;;;;;
"Hemat dengan 1Ribuan!
Dapatkan harga special Rp 1.111 untuk pembelian ke 2 Western Beefbac Cheeseburger. Promo berlaku untuk dine in, take away, One Stop CJ dan juga pesan antar lewat Grabfood, Gofood, juga Shopeefood. #CarlsJrID #CarlsJr #Chargrilledburger https://t.co/0sc9KDX8m9,""hemat dengan 1ribuan!";;;;;;
"dapatkan harga special rp 1.111 untuk pembelian ke 2 western beefbac cheeseburger. promo berlaku untuk dine in, take away, one stop cj dan juga pesan antar lewat grabfood, gofood, juga shopeefood. #carlsjrid #carlsjr #chargrilledburger https://t.co/0sc9kdx8m9"",hemat dengan ribuan dapatkan harga special rp untuk pembelian ke western beefbac cheeseburger promo berlaku untuk dine in take away one stop cj dan juga pesan antar lewat grabfood gofood juga shopeefood,hemat dengan ribuan dapatkan harga special rupiah untuk pembelian ke western beefbac cheeseburger promo berlaku untuk dine in take away one stop cj dan juga pesan antar lewat grabfood gofood juga shopeefood";;;;;;
"Bapakku kakinya patah,, Umurnya 60tahun
Aku mau kasih snack-snack yang tinggi kalsium,,
Ada masukan ga teman-teman? Makanan sehat buat orang tua yang patah tulang,,

Yang bisa di delivery ke rumah lewat shopeefood, grabfood, atau gofood 💖,""bapakku kakinya patah,, umurnya 60tahun";;;;;;
aku mau kasih snack-snack yang tinggi kalsium,,;;;;;;
ada masukan ga teman-teman? makanan sehat buat orang tua yang patah tulang,,;;;;;;
;;;;;;
"yang bisa di delivery ke rumah lewat shopeefood, grabfood, atau gofood 💖"",bapakku kakinya patah umurnya tahun aku mau kasih snacksnack yang tinggi kalsium ada masukan ga temanteman makanan sehat buat orang tua yang patah tulang yang bisa di delivery ke rumah lewat shopeefood grabfood atau gofood,bapakku kakinya patah umurnya tahun saya mau kasih snacksnack yang tinggi kalsium ada masukan tidak temanteman makanan sehat buat orang tua yang patah tulang yang bisa di delivery ke rumah lewat shopeefood grabfood atau gofood";;;;;;
"Semangat pagi ditemani cemilan khas dari perancis satu ini. Macaroon ready dengan banyak pilihan rasa dan pilih rasa favoritmu yuk!

Order via ShopeeFood dan GoFood karena ada promo yang bisa kamu gunakan. #ChezMoiPastry https://t.co/CaiCDCxCfg,""semangat pagi ditemani cemilan khas dari perancis satu ini. macaroon ready dengan banyak pilihan rasa dan pilih rasa favoritmu yuk!";;;;;;
;;;;;;
"order via shopeefood dan gofood karena ada promo yang bisa kamu gunakan. #chezmoipastry https://t.co/caicdcxcfg"",semangat pagi ditemani cemilan khas dari perancis satu ini macaroon ready dengan banyak pilihan rasa dan pilih rasa favoritmu yuk order via shopeefood dan gofood karena ada promo yang bisa kamu gunakan,semangat pagi ditemani cemilan khas dari perancis satu ini macaroon ready dengan banyak pilihan rasa dan pilih rasa favoritmu yuk order via shopeefood dan gofood karena ada promo yang bisa kamu gunakan";;;;;;
@ShopeeID adoh lupa masukin diskon sama gratis ongkir di shopeefood. Mau ngebatalin buat pesen ulang susah amat. Hilang sudah uang sayaa,@shopeeid adoh lupa masukin diskon sama gratis ongkir di shopeefood. mau ngebatalin buat pesen ulang susah amat. hilan;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/oPYxLur19w https://t.co/LXmBY6RD7E,makan gratis bareng teman di shopeefood https://t.co/opyxlur19w https://t.co/lxmby6rd7e,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
Sekarang ni shopeefood lagi laju dari grabfood. Grab skrg mmg rider takde eh. Semalam pun sembang dengan org yg bawa grab tu pun dia cakap macam tu. Ramai rider dah bertukar arah ke platform lain.,sekarang ni shopeefood lagi laju dari grabfood. grab skrg mmg rider takde eh. semalam pun sembang dengan org yg bawa grab tu pun dia cakap macam tu. ramai rider dah bertukar arah ke platform lain.,sekarang ni shopeefood lagi laju dari grabfood grab skrg mmg rider takde eh semalam pun sembang dengan org yg bawa grab tu pun dia cakap macam tu ramai rider dah bertukar arah ke platform lain,sekarang ini shopeefood lagi laju dari grabfood grab sekarang memang rider takde eh semalam pun sembang dengan orang yang bawa grab itu pun dia cakap macam itu ramai rider sudah bertukar arah ke platform lain;;;;;;
Mesen sarapan dr 1-3 apps jtohnya shopeefood haha,mesen sarapan dr 1-3 apps jtohnya shopeefood haha,mesen sarapan dr apps jtohnya shopeefood haha, pesan sarapan dari apps jtohnya shopeefood haha;;;;;;
@yournangel Saldo spay aja mau pesen shopeefood,@yournangel saldo spay aja mau pesen shopeefood,saldo spay aja mau pesen shopeefood,saldo spay aja mau pesan shopeefood;;;;;;
"Makan Gratis Bareng Teman di ShopeeFood 
https://t.co/XdR5hXaE8b,""makan gratis bareng teman di shopeefood ";;;;;;
"https://t.co/xdr5hxae8b"",makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood";;;;;;
@armitadew_ kalau di shopeefood banyak mittt😆,@armitadew_ kalau di shopeefood banyak mittt😆,kalau di shopeefood banyak mittt,kalau di shopeefood banyak mittt;;;;;;
"@yayabener Haloo kebeneran aku kerja di ShopeeFood, krn based city kantornya masih buat operasional driver jadi skrg masih full wfh (keluar kalo visit ajaa),""@yayabener haloo kebeneran aku kerja di shopeefood, krn based city kantornya masih buat operasion";;;;;;
"Pesan bubur ayam di shopeefood dari jam 6, trus bete, lama banget, dekat, masa mau sejam. Hampir marah-marah karena lapar 😭
Tiba-tiba ada yg manggil, ternyata bapaknya jaringannya ilang, ga bisa upload struk, jadi ke rumah juga ngeraba gitu.
Maaf ya pak suudzon.,""pesan bubur ayam di shopeefood dari jam 6, trus bete, lama banget, dekat, masa mau sejam. hampir marah-marah karena lapar 😭";;;;;;
tiba-tiba ada yg manggil, ternyata bapaknya jaringannya ilang, ga bisa upload struk, jadi ke rumah juga ngeraba gitu.;;;;;;
"maaf ya pak suudzon."",pesan bubur ayam di shopeefood dari jam trus bete lama banget dekat masa mau sejam hampir marahmarah karena lapar tibatiba ada yg manggil ternyata bapaknya jaringannya ilang ga bisa upload struk jadi ke rumah juga ngeraba gitu maaf ya pak suudzon,pesan bubur ayam di shopeefood dari jam terus bete lama banget dekat masa mau sejam hampir marahmarah karena lapar tibatiba ada yang manggil ternyata bapaknya jaringannya ilang tidak bisa upload struk jadi ke rumah juga ngeraba begitu maaf ya bapak suudzon";;;;;;
